State,Museum or Federal Agency,MNI,AFO,Geo Origin,County
Texas,"Texas Tech Univ., Museum",1,0,Texas,Dickens
Alaska,Alaska Office of History and Archeology,3,0,Alaska,Dillingham
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,Texas,Dimmit
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",2,0,Texas,Dimmit
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,Texas,Dimmit
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,Texas,Dimmit
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,1,Texas,Dimmit
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",4,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",3,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",3,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Dixie
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Dixie
Florida,"Florida State Univ., Dept. of Anthropology",38,0,Florida,Dixie
Florida,"Florida State Univ., Dept. of Anthropology",1,0,Florida,Dixie
Florida,"Univ. of Florida, Gainesville, Florida Museum of Natural History",1,0,Florida,Dixie
Florida,"Univ. of Florida, Gainesville, Florida Museum of Natural History",29,0,Florida,Dixie
Georgia,"Univ. of Georgia, Dept. of Anthropology",1,0,Georgia,Dodge
Georgia,"Univ. of Georgia, Dept. of Anthropology",2,0,Georgia,Dodge
Georgia,South Georgia College,1,3,Georgia,Dodge
Wisconsin,"Wisconsin Historical Society, Historic Preservation Division",1,0,Wisconsin,Dodge
Wisconsin,Milwaukee Public Museum,1,0,Wisconsin,Dodge
Wisconsin,Milwaukee Public Museum,2,0,Wisconsin,Dodge
Wisconsin,Milwaukee Public Museum,2,0,Wisconsin,Dodge
Wisconsin,Milwaukee Public Museum,54,30,Wisconsin,Dodge
Wisconsin,Milwaukee Public Museum,11,5,Wisconsin,Dodge
Wisconsin,Milwaukee Public Museum,1,1,Wisconsin,Dodge
Wisconsin,Milwaukee Public Museum,1,1,Wisconsin,Dodge
Arizona,"Univ. of Arizona, Arizona State Museum",2,0,Colorado,Dolores
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Colorado,Dolores
New Hampshire,"Hood Museum of Art, Dartmouth College",2,1,Colorado,Dolores
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",3,2,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,2,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,5,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",3,0,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",2,2,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",2,2,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",3,0,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",2,15,New Mexico,Dona Ana
New Mexico,"U.S. Dept. of Defense, Army, White Sands Missile Range",1,0,New Mexico,Dona Ana
New Mexico,"Museum of New Mexico, Museum of Indian Arts and Culture",1,0,New Mexico,Dona Ana
New Mexico,"Museum of New Mexico, Museum of Indian Arts and Culture",1,0,New Mexico,Dona Ana
New Mexico,New Mexico State Univ. Museum,2,5,New Mexico,Dona Ana
New Mexico,New Mexico State Univ. Museum,1,0,New Mexico,Dona Ana
New Mexico,New Mexico State Univ. Museum,2,6,New Mexico,Dona Ana
New Mexico,New Mexico State Univ. Museum,1,7,New Mexico,Dona Ana
New Mexico,New Mexico State Univ. Museum,1,0,New Mexico,Dona Ana
New Mexico,New Mexico State Univ. Museum,1,0,New Mexico,Dona Ana
New Mexico,New Mexico State Univ. Museum,1,0,New Mexico,Dona Ana
Texas,"Texas Tech Univ., Museum",1,5,New Mexico,Dona Ana
Texas,"U.S. Dept. of Defense, Army, Fort Bliss",1,0,New Mexico,Dona Ana
Texas,"U.S. Dept. of Defense, Army, Fort Bliss",1,96,New Mexico,Dona Ana
Texas,"U.S. Dept. of Defense, Army, Fort Bliss",1,48,New Mexico,Dona Ana
Texas,"Univ. of Texas, El Paso, Centennial Museum",4,0,New Mexico,Dona Ana
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,2,New Mexico,Dona Ana
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,New Mexico,Dona Ana
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,New Mexico,Dona Ana
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,1,New Mexico,Dona Ana
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,New Mexico,Dona Ana
Texas,"Univ. of Texas, El Paso, Centennial Museum",2,1,New Mexico,Dona Ana
Kansas,"Univ. of Kansas, Museum of Anthropology",1,0,Kansas,Doniphan
Kansas,Kansas State Historical Society,2,1,Kansas,Doniphan
Kansas,Kansas State Historical Society,1,0,Kansas,Doniphan
Kansas,Kansas State Historical Society,3,4,Kansas,Doniphan
Kansas,Kansas State Historical Society,1,12,Kansas,Doniphan
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",16,0,Kansas,Doniphan
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",87,0,Kansas,Doniphan
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",31,9,Kansas,Doniphan
Nebraska,Hastings Museum,2,0,Kansas,Doniphan
Nebraska,Hastings Museum,1,0,Kansas,Doniphan
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,5,Texas,Donley
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,Texas,Donley
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,Texas,Donley
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",2,0,Texas,Donley
Wisconsin,"Wisconsin Historical Society, Museum Division",1,0,Wisconsin,Door
Wisconsin,"Wisconsin Historical Society, Historic Preservation Division",22,1,Wisconsin,Door
Wisconsin,"Lawrence Univ., Dept. of Anthropology",11,0,Wisconsin,Door
Wisconsin,Neville Public Museum,18,23,Wisconsin,Door
Wisconsin,Neville Public Museum,1,1,Wisconsin,Door
Wisconsin,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",7,0,Wisconsin,Door
Wisconsin,Milwaukee Public Museum,1,0,Wisconsin,Door
Wisconsin,Milwaukee Public Museum,3,0,Wisconsin,Door
Maryland,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",2,0,Maryland,Dorchester
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Maryland,Dorchester
Arizona,Museum of Northern Arizona,1,0,Colorado,Douglas
Georgia,Univ. of West Georgia,2,0,Georgia,Douglas
Kansas,Kansas State Historical Society,1,3,Kansas,Douglas
Kansas,Kansas State Historical Society,1,0,Kansas,Douglas
Kansas,Kansas State Historical Society,1,0,Kansas,Douglas
Minnesota,Minnesota Historical Society,1,0,Minnesota,Douglas
Missouri,"U.S. Dept. of Agriculture, FS, Mark Twain NF",1,0,Missouri,Douglas
Nebraska,Hastings Museum,1,0,Nebraska,Douglas
Nebraska,Hastings Museum,1,0,Nebraska,Douglas
New York,American Museum of Natural History,4,3,Nebraska,Douglas
New York,American Museum of Natural History,15,0,Nebraska,Douglas
New York,American Museum of Natural History,1,0,Nebraska,Douglas
New York,American Museum of Natural History,1,0,Oregon,Douglas
Washington,Central Washington Univ.,1,0,Washington,Douglas
Indiana,"Indiana University, Glenn A. Black Lab. of Archeology",5,15,Indiana,Dubois
Indiana,"Indiana University, Glenn A. Black Lab. of Archeology",1,0,Indiana,Dubois
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",12,8,Iowa,Dubuque
Utah,"Utah State University Eastern, Prehistoric Museum",1,0,Utah,Duchesne
Utah,Natural History Museum of Utah,1,0,Utah,Duchesne
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Dukes
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Massachusetts,Dukes
New York,New York State Museum,1,2,Massachusetts,Dukes
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",49,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,7,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,Dunklin
North Carolina,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,North Carolina,Durham
New York,New York State Museum,2,9,New York,Dutchess
New York,American Museum of Natural History,12,0,New York,Dutchess
New York,American Museum of Natural History,4,0,New York,Dutchess
New York,Rochester Museum and Science Center,3,0,New York,Dutchess
New York,"New York University, College of Dentistry",1,0,New York,Dutchess
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",5,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",3,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",5,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",19,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",6,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",16,8,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",4,7,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",1,0,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",3,16,Florida,Duval
Florida,"Florida Dept. of State, Division of Historical Resources",2,0,Florida,Duval
Florida,"Univ. of Florida, Gainesville, Florida Museum of Natural History",49,0,Florida,Duval
Florida,"Univ. of Florida, Gainesville, Florida Museum of Natural History",1,0,Florida,Duval
Florida,"Univ. of Florida, Gainesville, Florida Museum of Natural History",2,0,Florida,Duval
Florida,"Univ. of Florida, Gainesville, Florida Museum of Natural History",15,0,Florida,Duval
Florida,"Univ. of Florida, Gainesville, Florida Museum of Natural History",46,0,Florida,Duval
Maryland,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",2,0,Florida,Duval
Maryland,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,Florida,Duval
Maryland,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,Florida,Duval
New York,American Museum of Natural History,1,0,Florida,Duval
Georgia,Georgia Dept. of Natural Resources,85,6,Georgia,Early
Tennessee,"Univ. of Tennessee, Knoxville, Dept. of Anthropology",2,0,Georgia,Early
Louisiana,Poverty Point World Heritage Site,2,0,Louisiana,East Carroll
Louisiana,Univ. of Louisiana at Monroe,1,0,Louisiana,East Carroll
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Louisiana,East Carroll
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Louisiana,East Carroll
Oklahoma,Gilcrease Museum,1,12,Louisiana,East Feliciana
Texas,"Texas Tech Univ., Museum",2,0,Texas,Ector
Texas,"Texas Tech Univ., Museum",2,0,Texas,Ector
Texas,"Texas Tech Univ., Museum",1,0,Texas,Ector
Nebraska,Univ. of Nebraska State Museum,1,0,New Mexico,Eddy
Nebraska,Univ. of Nebraska State Museum,2,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",3,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",4,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",1,8,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",12,11,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",3,15,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",1,6,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",2,4,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Agriculture, FS, Lincoln NF",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",5,1,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",13,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",2,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",2,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",2,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,1,6,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,1,0,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,1,0,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,2,2,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,4,0,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,2,0,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,1,14,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,6,0,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,1,0,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,3,2,New Mexico,Eddy
New Mexico,Carlsbad Museum and Art Center,7,5,New Mexico,Eddy
New Mexico,"U.S. Dept. of Interior, NPS, Carlsbad Caverns NP",0,60,New Mexico,Eddy
New Mexico,"Museum of New Mexico, Museum of Indian Arts and Culture",3,0,New Mexico,Eddy
South Carolina,"U.S. Dept. of Agriculture, FS, Francis Marion and Sumter NF",3,0,South Carolina,Edgefield
California,Santa Barbara Museum of Natural History,1,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",1,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",2,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",1,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",1,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",1,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",1,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",3,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",2,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",4,0,Kentucky,Edmonson
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",2,0,Kentucky,Edmonson
Kentucky,"Western Kentucky Univ., Kentucky Museum",1,0,Kentucky,Edmonson
Kentucky,"Western Kentucky Univ., Dept. of Folk Studies and Anthropology",1,0,Kentucky,Edmonson
Kentucky,"Univ. of Kentucky, William S. Webb Museum of Anthropology",3,0,Kentucky,Edmonson
Kentucky,"Univ. of Kentucky, William S. Webb Museum of Anthropology",9,0,Kentucky,Edmonson
